Region,Store,Category,Product,Month,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit
West,Seattle,Home & Kitchen,LED Desk Lamp,2026-01-01,14,27.99,20.01,391.86,280.14,111.72
West,Seattle,Home & Kitchen,Non-Stick Pan Set,2026-01-01,21,64.99,45.98,1364.79,965.58,399.21
West,Seattle,Home & Kitchen,Storage Bins (Set of 3),2026-01-01,19,22.99,17.23,436.81,327.37,109.44
West,Seattle,Home & Kitchen,Throw Blanket,2026-01-01,19,29.99,20.88,569.81,396.72,173.09
West,Seattle,Sports & Outdoors,Camping Tent,2026-01-01,18,129.99,76.6,2339.82,1378.8,961.02
West,Seattle,Sports & Outdoors,Hiking Backpack,2026-01-01,18,74.99,40.61,1349.82,730.98,618.84
West,Seattle,Sports & Outdoors,Resistance Bands,2026-01-01,15,19.99,9.39,299.85,140.85,159.0
West,Seattle,Sports & Outdoors,Water Bottle,2026-01-01,17,16.99,8.47,288.83,143.99,144.84
West,Seattle,Sports & Outdoors,Yoga Mat,2026-01-01,19,24.99,13.37,474.81,254.03,220.78
Midwest,Chicago,Apparel,Denim Jacket,2026-02-01,11,69.99,33.32,769.89,366.52,403.37
Midwest,Chicago,Apparel,Men's T-Shirt,2026-02-01,20,19.99,9.01,399.8,180.2,219.6
Midwest,Chicago,Apparel,Running Shoes,2026-02-01,21,79.99,41.01,1679.79,861.21,818.58
Midwest,Chicago,Apparel,Women's Leggings,2026-02-01,18,34.99,14.33,629.82,257.94,371.88
Midwest,Chicago,Apparel,Wool Sweater,2026-02-01,17,54.99,24.08,934.83,409.36,525.47
Midwest,Chicago,Beauty & Personal Care,Electric Toothbrush,2026-02-01,8,44.99,20.15,359.92,161.2,198.72
Midwest,Chicago,Beauty & Personal Care,Facial Cleanser,2026-02-01,18,14.99,5.68,269.82,102.24,167.58
Midwest,Chicago,Beauty & Personal Care,Hair Dryer,2026-02-01,16,39.99,16.76,639.84,268.16,371.68
Midwest,Chicago,Beauty & Personal Care,Moisturizer,2026-02-01,17,18.99,7.8,322.83,132.6,190.23
Midwest,Chicago,Beauty & Personal Care,Perfume Set,2026-02-01,14,42.99,16.3,601.86,228.2,373.66
Midwest,Chicago,Electronics,Bluetooth Speaker,2026-02-01,16,44.99,28.22,719.84,451.52,268.32
Midwest,Chicago,Electronics,Portable Charger,2026-02-01,18,34.99,22.59,629.82,406.62,223.2
Midwest,Chicago,Electronics,Smartwatch,2026-02-01,21,119.99,83.85,2519.79,1760.85,758.94
Midwest,Chicago,Electronics,Tablet Stand,2026-02-01,9,24.99,14.83,224.91,133.47,91.44
Midwest,Chicago,Electronics,Wireless Earbuds,2026-02-01,16,59.99,39.56,959.84,632.96,326.88
Midwest,Chicago,Home & Kitchen,Coffee Maker,2026-02-01,7,49.99,35.58,349.93,249.06,100.87
Midwest,Chicago,Home & Kitchen,LED Desk Lamp,2026-02-01,16,27.99,19.93,447.84,318.88,128.96
Midwest,Chicago,Home & Kitchen,Non-Stick Pan Set,2026-02-01,12,64.99,44.51,779.88,534.12,245.76
Midwest,Chicago,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,20,22.99,16.82,459.8,336.4,123.4
Midwest,Chicago,Home & Kitchen,Throw Blanket,2026-02-01,10,29.99,20.92,299.9,209.2,90.7
Midwest,Chicago,Sports & Outdoors,Camping Tent,2026-02-01,10,129.99,76.74,1299.9,767.4,532.5
Midwest,Chicago,Sports & Outdoors,Hiking Backpack,2026-02-01,9,74.99,41.31,674.91,371.79,303.12
Midwest,Chicago,Sports & Outdoors,Resistance Bands,2026-02-01,11,19.99,9.6,219.89,105.6,114.29
Midwest,Chicago,Sports & Outdoors,Water Bottle,2026-02-01,15,16.99,8.61,254.85,129.15,125.7
Midwest,Chicago,Sports & Outdoors,Yoga Mat,2026-02-01,5,24.99,12.67,124.95,63.35,61.6
Northeast,Boston,Apparel,Denim Jacket,2026-02-01,14,69.99,32.59,979.86,456.26,523.6
Northeast,Boston,Apparel,Men's T-Shirt,2026-02-01,26,19.99,9.04,519.74,235.04,284.7
Northeast,Boston,Apparel,Running Shoes,2026-02-01,15,79.99,40.23,1199.85,603.45,596.4
Northeast,Boston,Apparel,Women's Leggings,2026-02-01,15,34.99,14.36,524.85,215.4,309.45
Northeast,Boston,Apparel,Wool Sweater,2026-02-01,16,54.99,24.43,879.84,390.88,488.96
Northeast,Boston,Beauty & Personal Care,Electric Toothbrush,2026-02-01,20,44.99,20.39,899.8,407.8,492.0
Northeast,Boston,Beauty & Personal Care,Facial Cleanser,2026-02-01,18,14.99,5.78,269.82,104.04,165.78
Northeast,Boston,Beauty & Personal Care,Hair Dryer,2026-02-01,21,39.99,16.94,839.79,355.74,484.05
Northeast,Boston,Beauty & Personal Care,Moisturizer,2026-02-01,14,18.99,7.42,265.86,103.88,161.98
Northeast,Boston,Beauty & Personal Care,Perfume Set,2026-02-01,16,42.99,15.66,687.84,250.56,437.28
Northeast,Boston,Electronics,Bluetooth Speaker,2026-02-01,16,44.99,27.38,719.84,438.08,281.76
Northeast,Boston,Electronics,Portable Charger,2026-02-01,13,34.99,22.33,454.87,290.29,164.58
Northeast,Boston,Electronics,Smartwatch,2026-02-01,21,119.99,81.03,2519.79,1701.63,818.16
Northeast,Boston,Electronics,Tablet Stand,2026-02-01,21,24.99,14.84,524.79,311.64,213.15
Northeast,Boston,Electronics,Wireless Earbuds,2026-02-01,15,59.99,38.16,899.85,572.4,327.45
Northeast,Boston,Home & Kitchen,Coffee Maker,2026-02-01,20,49.99,35.34,999.8,706.8,293.0
Northeast,Boston,Home & Kitchen,LED Desk Lamp,2026-02-01,13,27.99,19.76,363.87,256.88,106.99
Northeast,Boston,Home & Kitchen,Non-Stick Pan Set,2026-02-01,19,64.99,44.94,1234.81,853.86,380.95
Northeast,Boston,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,15,22.99,16.91,344.85,253.65,91.2
Northeast,Boston,Home & Kitchen,Throw Blanket,2026-02-01,16,29.99,20.36,479.84,325.76,154.08
Northeast,Boston,Sports & Outdoors,Camping Tent,2026-02-01,14,129.99,74.15,1819.86,1038.1,781.76
Northeast,Boston,Sports & Outdoors,Hiking Backpack,2026-02-01,11,74.99,41.26,824.89,453.86,371.03
Northeast,Boston,Sports & Outdoors,Resistance Bands,2026-02-01,13,19.99,9.84,259.87,127.92,131.95
Northeast,Boston,Sports & Outdoors,Water Bottle,2026-02-01,29,16.99,8.45,492.71,245.05,247.66
Northeast,Boston,Sports & Outdoors,Yoga Mat,2026-02-01,21,24.99,12.61,524.79,264.81,259.98
Northeast,New York,Apparel,Denim Jacket,2026-02-01,9,69.99,33.63,629.91,302.67,327.24
Northeast,New York,Apparel,Men's T-Shirt,2026-02-01,9,19.99,9.06,179.91,81.54,98.37
Northeast,New York,Apparel,Running Shoes,2026-02-01,20,79.99,40.55,1599.8,811.0,788.8
Northeast,New York,Apparel,Women's Leggings,2026-02-01,16,34.99,14.87,559.84,237.92,321.92
Northeast,New York,Apparel,Wool Sweater,2026-02-01,6,54.99,23.54,329.94,141.24,188.7
Northeast,New York,Beauty & Personal Care,Electric Toothbrush,2026-02-01,14,44.99,19.83,629.86,277.62,352.24
Northeast,New York,Beauty & Personal Care,Facial Cleanser,2026-02-01,13,14.99,5.84,194.87,75.92,118.95
Northeast,New York,Beauty & Personal Care,Hair Dryer,2026-02-01,10,39.99,16.32,399.9,163.2,236.7
Northeast,New York,Beauty & Personal Care,Moisturizer,2026-02-01,9,18.99,7.67,170.91,69.03,101.88
Northeast,New York,Beauty & Personal Care,Perfume Set,2026-02-01,16,42.99,16.13,687.84,258.08,429.76
Northeast,New York,Electronics,Bluetooth Speaker,2026-02-01,9,44.99,27.41,404.91,246.69,158.22
Northeast,New York,Electronics,Portable Charger,2026-02-01,10,34.99,22.88,349.9,228.8,121.1
Northeast,New York,Electronics,Smartwatch,2026-02-01,11,119.99,82.97,1319.89,912.67,407.22
Northeast,New York,Electronics,Tablet Stand,2026-02-01,8,24.99,15.18,199.92,121.44,78.48
Northeast,New York,Electronics,Wireless Earbuds,2026-02-01,9,59.99,38.74,539.91,348.66,191.25
Northeast,New York,Home & Kitchen,Coffee Maker,2026-02-01,9,49.99,36.62,449.91,329.58,120.33
Northeast,New York,Home & Kitchen,LED Desk Lamp,2026-02-01,15,27.99,19.63,419.85,294.45,125.4
Northeast,New York,Home & Kitchen,Non-Stick Pan Set,2026-02-01,15,64.99,45.54,974.85,683.1,291.75
Northeast,New York,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,12,22.99,16.36,275.88,196.32,79.56
Northeast,New York,Home & Kitchen,Throw Blanket,2026-02-01,12,29.99,19.8,359.88,237.6,122.28
Northeast,New York,Sports & Outdoors,Camping Tent,2026-02-01,14,129.99,73.38,1819.86,1027.32,792.54
Northeast,New York,Sports & Outdoors,Hiking Backpack,2026-02-01,16,74.99,41.12,1199.84,657.92,541.92
Northeast,New York,Sports & Outdoors,Resistance Bands,2026-02-01,13,19.99,9.78,259.87,127.14,132.73
Northeast,New York,Sports & Outdoors,Water Bottle,2026-02-01,9,16.99,8.27,152.91,74.43,78.48
Northeast,New York,Sports & Outdoors,Yoga Mat,2026-02-01,9,24.99,12.72,224.91,114.48,110.43
Southeast,Atlanta,Apparel,Denim Jacket,2026-02-01,19,69.99,34.13,1329.81,648.47,681.34
Southeast,Atlanta,Apparel,Men's T-Shirt,2026-02-01,17,19.99,8.96,339.83,152.32,187.51
Southeast,Atlanta,Apparel,Running Shoes,2026-02-01,12,79.99,39.43,959.88,473.16,486.72
Southeast,Atlanta,Apparel,Women's Leggings,2026-02-01,14,34.99,14.6,489.86,204.4,285.46
Southeast,Atlanta,Apparel,Wool Sweater,2026-02-01,12,54.99,24.78,659.88,297.36,362.52
Southeast,Atlanta,Beauty & Personal Care,Electric Toothbrush,2026-02-01,10,44.99,20.08,449.9,200.8,249.1
Southeast,Atlanta,Beauty & Personal Care,Facial Cleanser,2026-02-01,9,14.99,5.83,134.91,52.47,82.44
Southeast,Atlanta,Beauty & Personal Care,Hair Dryer,2026-02-01,15,39.99,17.3,599.85,259.5,340.35
Southeast,Atlanta,Beauty & Personal Care,Moisturizer,2026-02-01,10,18.99,7.59,189.9,75.9,114.0
Southeast,Atlanta,Beauty & Personal Care,Perfume Set,2026-02-01,12,42.99,15.78,515.88,189.36,326.52
Southeast,Atlanta,Electronics,Bluetooth Speaker,2026-02-01,11,44.99,27.98,494.89,307.78,187.11
Southeast,Atlanta,Electronics,Portable Charger,2026-02-01,14,34.99,22.47,489.86,314.58,175.28
Southeast,Atlanta,Electronics,Smartwatch,2026-02-01,17,119.99,82.47,2039.83,1401.99,637.84
Southeast,Atlanta,Electronics,Tablet Stand,2026-02-01,17,24.99,15.29,424.83,259.93,164.9
Southeast,Atlanta,Electronics,Wireless Earbuds,2026-02-01,11,59.99,39.1,659.89,430.1,229.79
Southeast,Atlanta,Home & Kitchen,Coffee Maker,2026-02-01,23,49.99,36.09,1149.77,830.07,319.7
Southeast,Atlanta,Home & Kitchen,LED Desk Lamp,2026-02-01,12,27.99,19.91,335.88,238.92,96.96
Southeast,Atlanta,Home & Kitchen,Non-Stick Pan Set,2026-02-01,15,64.99,46.6,974.85,699.0,275.85
Southeast,Atlanta,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,12,22.99,17.19,275.88,206.28,69.6
Southeast,Atlanta,Home & Kitchen,Throw Blanket,2026-02-01,12,29.99,20.82,359.88,249.84,110.04
Southeast,Atlanta,Sports & Outdoors,Camping Tent,2026-02-01,14,129.99,76.27,1819.86,1067.78,752.08
Southeast,Atlanta,Sports & Outdoors,Hiking Backpack,2026-02-01,5,74.99,40.4,374.95,202.0,172.95
Southeast,Atlanta,Sports & Outdoors,Resistance Bands,2026-02-01,13,19.99,9.59,259.87,124.67,135.2
Southeast,Atlanta,Sports & Outdoors,Water Bottle,2026-02-01,16,16.99,8.54,271.84,136.64,135.2
Southeast,Atlanta,Sports & Outdoors,Yoga Mat,2026-02-01,10,24.99,12.83,249.9,128.3,121.6
Southeast,Miami,Apparel,Denim Jacket,2026-02-01,18,69.99,32.65,1259.82,587.7,672.12
Southeast,Miami,Apparel,Men's T-Shirt,2026-02-01,13,19.99,8.77,259.87,114.01,145.86
Southeast,Miami,Apparel,Running Shoes,2026-02-01,12,79.99,39.22,959.88,470.64,489.24
Southeast,Miami,Apparel,Women's Leggings,2026-02-01,13,34.99,14.4,454.87,187.2,267.67
Southeast,Miami,Apparel,Wool Sweater,2026-02-01,14,54.99,23.61,769.86,330.54,439.32
Southeast,Miami,Beauty & Personal Care,Electric Toothbrush,2026-02-01,14,44.99,19.94,629.86,279.16,350.7
Southeast,Miami,Beauty & Personal Care,Facial Cleanser,2026-02-01,15,14.99,5.61,224.85,84.15,140.7
Southeast,Miami,Beauty & Personal Care,Hair Dryer,2026-02-01,12,39.99,16.91,479.88,202.92,276.96
Southeast,Miami,Beauty & Personal Care,Moisturizer,2026-02-01,14,18.99,7.77,265.86,108.78,157.08
Southeast,Miami,Beauty & Personal Care,Perfume Set,2026-02-01,16,42.99,16.11,687.84,257.76,430.08
Southeast,Miami,Electronics,Bluetooth Speaker,2026-02-01,11,44.99,28.3,494.89,311.3,183.59
Southeast,Miami,Electronics,Portable Charger,2026-02-01,18,34.99,22.74,629.82,409.32,220.5
Southeast,Miami,Electronics,Smartwatch,2026-02-01,16,119.99,82.32,1919.84,1317.12,602.72
Southeast,Miami,Electronics,Tablet Stand,2026-02-01,15,24.99,15.2,374.85,228.0,146.85
Southeast,Miami,Electronics,Wireless Earbuds,2026-02-01,15,59.99,37.88,899.85,568.2,331.65
Southeast,Miami,Home & Kitchen,Coffee Maker,2026-02-01,14,49.99,35.27,699.86,493.78,206.08
Southeast,Miami,Home & Kitchen,LED Desk Lamp,2026-02-01,15,27.99,20.24,419.85,303.6,116.25
Southeast,Miami,Home & Kitchen,Non-Stick Pan Set,2026-02-01,13,64.99,46.05,844.87,598.65,246.22
Southeast,Miami,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,22,22.99,16.58,505.78,364.76,141.02
Southeast,Miami,Home & Kitchen,Throw Blanket,2026-02-01,11,29.99,20.92,329.89,230.12,99.77
Southeast,Miami,Sports & Outdoors,Camping Tent,2026-02-01,13,129.99,75.12,1689.87,976.56,713.31
Southeast,Miami,Sports & Outdoors,Hiking Backpack,2026-02-01,14,74.99,40.74,1049.86,570.36,479.5
Southeast,Miami,Sports & Outdoors,Resistance Bands,2026-02-01,14,19.99,9.82,279.86,137.48,142.38
Southeast,Miami,Sports & Outdoors,Water Bottle,2026-02-01,17,16.99,8.75,288.83,148.75,140.08
Southeast,Miami,Sports & Outdoors,Yoga Mat,2026-02-01,10,24.99,12.86,249.9,128.6,121.3
Southwest,Dallas,Apparel,Denim Jacket,2026-02-01,10,69.99,33.15,699.9,331.5,368.4
Southwest,Dallas,Apparel,Men's T-Shirt,2026-02-01,14,19.99,8.96,279.86,125.44,154.42
Southwest,Dallas,Apparel,Running Shoes,2026-02-01,5,79.99,40.49,399.95,202.45,197.5
Southwest,Dallas,Apparel,Women's Leggings,2026-02-01,12,34.99,15.07,419.88,180.84,239.04
Southwest,Dallas,Apparel,Wool Sweater,2026-02-01,14,54.99,23.63,769.86,330.82,439.04
Southwest,Dallas,Beauty & Personal Care,Electric Toothbrush,2026-02-01,15,44.99,20.21,674.85,303.15,371.7
Southwest,Dallas,Beauty & Personal Care,Facial Cleanser,2026-02-01,24,14.99,5.56,359.76,133.44,226.32
Southwest,Dallas,Beauty & Personal Care,Hair Dryer,2026-02-01,14,39.99,17.3,559.86,242.2,317.66
Southwest,Dallas,Beauty & Personal Care,Moisturizer,2026-02-01,11,18.99,7.55,208.89,83.05,125.84
Southwest,Dallas,Beauty & Personal Care,Perfume Set,2026-02-01,16,42.99,16.09,687.84,257.44,430.4
Southwest,Dallas,Electronics,Bluetooth Speaker,2026-02-01,10,44.99,27.84,449.9,278.4,171.5
Southwest,Dallas,Electronics,Portable Charger,2026-02-01,15,34.99,22.2,524.85,333.0,191.85
Southwest,Dallas,Electronics,Smartwatch,2026-02-01,8,119.99,82.16,959.92,657.28,302.64
Southwest,Dallas,Electronics,Tablet Stand,2026-02-01,17,24.99,14.82,424.83,251.94,172.89
Southwest,Dallas,Electronics,Wireless Earbuds,2026-02-01,23,59.99,39.93,1379.77,918.39,461.38
Southwest,Dallas,Home & Kitchen,Coffee Maker,2026-02-01,8,49.99,36.83,399.92,294.64,105.28
Southwest,Dallas,Home & Kitchen,LED Desk Lamp,2026-02-01,12,27.99,19.77,335.88,237.24,98.64
Southwest,Dallas,Home & Kitchen,Non-Stick Pan Set,2026-02-01,16,64.99,45.33,1039.84,725.28,314.56
Southwest,Dallas,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,13,22.99,16.29,298.87,211.77,87.1
Southwest,Dallas,Home & Kitchen,Throw Blanket,2026-02-01,27,29.99,19.97,809.73,539.19,270.54
Southwest,Dallas,Sports & Outdoors,Camping Tent,2026-02-01,6,129.99,73.8,779.94,442.8,337.14
Southwest,Dallas,Sports & Outdoors,Hiking Backpack,2026-02-01,6,74.99,41.14,449.94,246.84,203.1
Southwest,Dallas,Sports & Outdoors,Resistance Bands,2026-02-01,7,19.99,9.41,139.93,65.87,74.06
Southwest,Dallas,Sports & Outdoors,Water Bottle,2026-02-01,5,16.99,8.36,84.95,41.8,43.15
Southwest,Dallas,Sports & Outdoors,Yoga Mat,2026-02-01,5,24.99,12.86,124.95,64.3,60.65
West,Los Angeles,Apparel,Denim Jacket,2026-02-01,11,69.99,34.52,769.89,379.72,390.17
West,Los Angeles,Apparel,Men's T-Shirt,2026-02-01,15,19.99,9.06,299.85,135.9,163.95
West,Los Angeles,Apparel,Running Shoes,2026-02-01,24,79.99,41.13,1919.76,987.12,932.64
West,Los Angeles,Apparel,Women's Leggings,2026-02-01,8,34.99,14.81,279.92,118.48,161.44
West,Los Angeles,Apparel,Wool Sweater,2026-02-01,10,54.99,23.76,549.9,237.6,312.3
West,Los Angeles,Beauty & Personal Care,Electric Toothbrush,2026-02-01,15,44.99,20.28,674.85,304.2,370.65
West,Los Angeles,Beauty & Personal Care,Facial Cleanser,2026-02-01,14,14.99,5.68,209.86,79.52,130.34
West,Los Angeles,Beauty & Personal Care,Hair Dryer,2026-02-01,12,39.99,17.17,479.88,206.04,273.84
West,Los Angeles,Beauty & Personal Care,Moisturizer,2026-02-01,15,18.99,7.69,284.85,115.35,169.5
West,Los Angeles,Beauty & Personal Care,Perfume Set,2026-02-01,14,42.99,16.26,601.86,227.64,374.22
West,Los Angeles,Electronics,Bluetooth Speaker,2026-02-01,17,44.99,27.35,764.83,464.95,299.88
West,Los Angeles,Electronics,Portable Charger,2026-02-01,14,34.99,22.76,489.86,318.64,171.22
West,Los Angeles,Electronics,Smartwatch,2026-02-01,12,119.99,83.69,1439.88,1004.28,435.6
West,Los Angeles,Electronics,Tablet Stand,2026-02-01,14,24.99,14.61,349.86,204.54,145.32
West,Los Angeles,Electronics,Wireless Earbuds,2026-02-01,13,59.99,40.0,779.87,520.0,259.87
West,Los Angeles,Home & Kitchen,Coffee Maker,2026-02-01,12,49.99,35.31,599.88,423.72,176.16
West,Los Angeles,Home & Kitchen,LED Desk Lamp,2026-02-01,23,27.99,19.72,643.77,453.56,190.21
West,Los Angeles,Home & Kitchen,Non-Stick Pan Set,2026-02-01,13,64.99,44.54,844.87,579.02,265.85
West,Los Angeles,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,11,22.99,16.8,252.89,184.8,68.09
West,Los Angeles,Home & Kitchen,Throw Blanket,2026-02-01,8,29.99,20.63,239.92,165.04,74.88
West,Los Angeles,Sports & Outdoors,Camping Tent,2026-02-01,9,129.99,77.06,1169.91,693.54,476.37
West,Los Angeles,Sports & Outdoors,Hiking Backpack,2026-02-01,13,74.99,41.49,974.87,539.37,435.5
West,Los Angeles,Sports & Outdoors,Resistance Bands,2026-02-01,24,19.99,9.68,479.76,232.32,247.44
West,Los Angeles,Sports & Outdoors,Water Bottle,2026-02-01,11,16.99,8.3,186.89,91.3,95.59
West,Los Angeles,Sports & Outdoors,Yoga Mat,2026-02-01,17,24.99,13.16,424.83,223.72,201.11
West,Seattle,Apparel,Denim Jacket,2026-02-01,20,69.99,34.12,1399.8,682.4,717.4
West,Seattle,Apparel,Men's T-Shirt,2026-02-01,11,19.99,8.93,219.89,98.23,121.66
West,Seattle,Apparel,Running Shoes,2026-02-01,10,79.99,39.63,799.9,396.3,403.6
West,Seattle,Apparel,Women's Leggings,2026-02-01,17,34.99,14.52,594.83,246.84,347.99
West,Seattle,Apparel,Wool Sweater,2026-02-01,16,54.99,23.75,879.84,380.0,499.84
West,Seattle,Beauty & Personal Care,Electric Toothbrush,2026-02-01,16,44.99,19.74,719.84,315.84,404.0
West,Seattle,Beauty & Personal Care,Facial Cleanser,2026-02-01,24,14.99,5.82,359.76,139.68,220.08
West,Seattle,Beauty & Personal Care,Hair Dryer,2026-02-01,20,39.99,17.11,799.8,342.2,457.6
West,Seattle,Beauty & Personal Care,Moisturizer,2026-02-01,10,18.99,7.69,189.9,76.9,113.0
West,Seattle,Beauty & Personal Care,Perfume Set,2026-02-01,12,42.99,16.14,515.88,193.68,322.2
West,Seattle,Electronics,Bluetooth Speaker,2026-02-01,15,44.99,27.11,674.85,406.65,268.2
West,Seattle,Electronics,Portable Charger,2026-02-01,9,34.99,22.66,314.91,203.94,110.97
West,Seattle,Electronics,Smartwatch,2026-02-01,8,119.99,79.87,959.92,638.96,320.96
West,Seattle,Electronics,Tablet Stand,2026-02-01,15,24.99,15.19,374.85,227.85,147.0
West,Seattle,Electronics,Wireless Earbuds,2026-02-01,13,59.99,39.96,779.87,519.48,260.39
West,Seattle,Home & Kitchen,Coffee Maker,2026-02-01,17,49.99,37.01,849.83,629.17,220.66
West,Seattle,Home & Kitchen,LED Desk Lamp,2026-02-01,10,27.99,19.73,279.9,197.3,82.6
West,Seattle,Home & Kitchen,Non-Stick Pan Set,2026-02-01,25,64.99,46.33,1624.75,1158.25,466.5
West,Seattle,Home & Kitchen,Storage Bins (Set of 3),2026-02-01,21,22.99,16.9,482.79,354.9,127.89
West,Seattle,Home & Kitchen,Throw Blanket,2026-02-01,7,29.99,20.96,209.93,146.72,63.21
West,Seattle,Sports & Outdoors,Camping Tent,2026-02-01,17,129.99,73.55,2209.83,1250.35,959.48
West,Seattle,Sports & Outdoors,Hiking Backpack,2026-02-01,16,74.99,41.63,1199.84,666.08,533.76
West,Seattle,Sports & Outdoors,Resistance Bands,2026-02-01,17,19.99,9.45,339.83,160.65,179.18
West,Seattle,Sports & Outdoors,Water Bottle,2026-02-01,17,16.99,8.49,288.83,144.33,144.5
West,Seattle,Sports & Outdoors,Yoga Mat,2026-02-01,21,24.99,12.93,524.79,271.53,253.26
Midwest,Chicago,Apparel,Denim Jacket,2026-03-01,14,69.99,33.65,979.86,471.1,508.76
Midwest,Chicago,Apparel,Men's T-Shirt,2026-03-01,17,19.99,9.26,339.83,157.42,182.41
Midwest,Chicago,Apparel,Running Shoes,2026-03-01,22,79.99,40.91,1759.78,900.02,859.76
Midwest,Chicago,Apparel,Women's Leggings,2026-03-01,19,34.99,14.83,664.81,281.77,383.04
Midwest,Chicago,Apparel,Wool Sweater,2026-03-01,13,54.99,23.93,714.87,311.09,403.78
Midwest,Chicago,Beauty & Personal Care,Electric Toothbrush,2026-03-01,26,44.99,19.69,1169.74,511.94,657.8
Midwest,Chicago,Beauty & Personal Care,Facial Cleanser,2026-03-01,11,14.99,5.72,164.89,62.92,101.97
Midwest,Chicago,Beauty & Personal Care,Hair Dryer,2026-03-01,11,39.99,16.47,439.89,181.17,258.72
Midwest,Chicago,Beauty & Personal Care,Moisturizer,2026-03-01,13,18.99,7.52,246.87,97.76,149.11
Midwest,Chicago,Beauty & Personal Care,Perfume Set,2026-03-01,13,42.99,16.01,558.87,208.13,350.74
Midwest,Chicago,Electronics,Bluetooth Speaker,2026-03-01,18,44.99,28.33,809.82,509.94,299.88
Midwest,Chicago,Electronics,Portable Charger,2026-03-01,25,34.99,22.76,874.75,569.0,305.75
Midwest,Chicago,Electronics,Smartwatch,2026-03-01,15,119.99,82.57,1799.85,1238.55,561.3
Midwest,Chicago,Electronics,Tablet Stand,2026-03-01,16,24.99,15.34,399.84,245.44,154.4
Midwest,Chicago,Electronics,Wireless Earbuds,2026-03-01,10,59.99,39.75,599.9,397.5,202.4
Midwest,Chicago,Home & Kitchen,Coffee Maker,2026-03-01,11,49.99,35.33,549.89,388.63,161.26
Midwest,Chicago,Home & Kitchen,LED Desk Lamp,2026-03-01,11,27.99,20.25,307.89,222.75,85.14
Midwest,Chicago,Home & Kitchen,Non-Stick Pan Set,2026-03-01,13,64.99,45.32,844.87,589.16,255.71
Midwest,Chicago,Home & Kitchen,Storage Bins (Set of 3),2026-03-01,19,22.99,16.36,436.81,310.84,125.97
Midwest,Chicago,Home & Kitchen,Throw Blanket,2026-03-01,21,29.99,20.2,629.79,424.2,205.59
Midwest,Chicago,Sports & Outdoors,Camping Tent,2026-03-01,11,129.99,75.27,1429.89,827.97,601.92
Midwest,Chicago,Sports & Outdoors,Hiking Backpack,2026-03-01,15,74.99,41.96,1124.85,629.4,495.45
Midwest,Chicago,Sports & Outdoors,Resistance Bands,2026-03-01,25,19.99,9.77,499.75,244.25,255.5
Midwest,Chicago,Sports & Outdoors,Water Bottle,2026-03-01,25,16.99,8.41,424.75,210.25,214.5
Midwest,Chicago,Sports & Outdoors,Yoga Mat,2026-03-01,15,24.99,13.18,374.85,197.7,177.15
Northeast,Boston,Apparel,Denim Jacket,2026-03-01,29,69.99,32.89,2029.71,953.81,1075.9
Northeast,Boston,Apparel,Men's T-Shirt,2026-03-01,13,19.99,8.97,259.87,116.61,143.26
Northeast,Boston,Apparel,Running Shoes,2026-03-01,18,79.99,39.89,1439.82,718.02,721.8
Northeast,Boston,Apparel,Women's Leggings,2026-03-01,13,34.99,14.64,454.87,190.32,264.55
Northeast,Boston,Apparel,Wool Sweater,2026-03-01,17,54.99,24.36,934.83,414.12,520.71
Northeast,Boston,Beauty & Personal Care,Electric Toothbrush,2026-03-01,18,44.99,20.22,809.82,363.96,445.86
Northeast,Boston,Beauty & Personal Care,Facial Cleanser,2026-03-01,21,14.99,5.72,314.79,120.12,194.67
Northeast,Boston,Beauty & Personal Care,Hair Dryer,2026-03-01,22,39.99,16.58,879.78,364.76,515.02
Northeast,Boston,Beauty & Personal Care,Moisturizer,2026-03-01,18,18.99,7.67,341.82,138.06,203.76
Northeast,Boston,Beauty & Personal Care,Perfume Set,2026-03-01,20,42.99,16.19,859.8,323.8,536.0
Northeast,Boston,Electronics,Bluetooth Speaker,2026-03-01,25,44.99,27.56,1124.75,689.0,435.75
Northeast,Boston,Electronics,Portable Charger,2026-03-01,9,34.99,22.01,314.91,198.09,116.82
Northeast,Boston,Electronics,Smartwatch,2026-03-01,17,119.99,79.75,2039.83,1355.75,684.08
Northeast,Boston,Electronics,Tablet Stand,2026-03-01,20,24.99,14.6,499.8,292.0,207.8
Northeast,Boston,Electronics,Wireless Earbuds,2026-03-01,21,59.99,38.62,1259.79,811.02,448.77
Northeast,Boston,Home & Kitchen,Coffee Maker,2026-03-01,21,49.99,35.44,1049.79,744.24,305.55
Northeast,Boston,Home & Kitchen,LED Desk Lamp,2026-03-01,26,27.99,20.13,727.74,523.38,204.36
Northeast,Boston,Home & Kitchen,Non-Stick Pan Set,2026-03-01,16,64.99,45.17,1039.84,722.72,317.12
Northeast,Boston,Home & Kitchen,Storage Bins (Set of 3),2026-03-01,21,22.99,16.65,482.79,349.65,133.14
